run_id,run_type,run_date,carrier,customer_name,document_id,field_name,field_category,expected_value,extracted_value,database_value,generated_price,status,mismatch_type,confidence_score,verified_by,verified_at,audit_notes
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Maritza Kuzian",,AH,matrix,98,,98,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Maritza Kuzian",,AJ,matrix,118,,118,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Maritza Kuzian",,QM,flat_addon,41,,41,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Maritza Kuzian",,QT,flat_addon,68,,68,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Maritza Kuzian",,QV,flat_addon,85,,85,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Maritza Kuzian",,PR,flat_addon,0,,0,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Maritza Kuzian",,DA,flat_addon,77,,77,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Maritza Kuzian",,DA_sv,flat_addon,57,,57,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Maritza Kuzian",,SW,flat_addon,30,,30,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Maritza Kuzian",,UV,flat_addon,16,,16,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Tamara Carr",,examCopay,copay,10,,10,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Tamara Carr",,materialsCopay,copay,25,,25,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Tamara Carr",,frameAllowance,allowance,200,,200,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Tamara Carr",,KA,matrix,0,,0,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Tamara Carr",,JA,matrix,0,,0,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Tamara Carr",,FA,matrix,0,,0,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Tamara Carr",,OA,matrix,0,,0,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Tamara Carr",,NA,matrix,0,,0,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Tamara Carr",,AA,matrix,35,,35,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Tamara Carr",,AH,matrix,98,,98,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Tamara Carr",,AJ,matrix,118,,118,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Tamara Carr",,QM,flat_addon,0,,0,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Tamara Carr",,QT,flat_addon,0,,0,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Tamara Carr",,QV,flat_addon,0,,0,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Tamara Carr",,PM,flat_addon,0,,0,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Tamara Carr",,PR,flat_addon,0,,0,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Tamara Carr",,DA,flat_addon,77,,77,,PASS,,,,,""
cmkya726u0000jpsd6o5ix6xi,full-pipeline,2026-01-28,VSP,"Tamara Carr",,DA_sv,flat_addon,57,,57,,PASS,,,,,""
